index,mass_earth,radius_earth,density,gravity,escape_km_s,j2,b_uT,heat_mW,moi,has_dynamo,has_atm,P_bar,T_surf_K,dT_GH_K,hab_score,hab_grade,in_hz,star,dist_au,composition,transit_ppm,rv_K_ms
0,5.262149399718429,2.5937645139857466,1662.569908947335,7.680905080304662,15.932732753461487,0.0004528189978413235,0.0,148.49712469149117,0.2515662659501729,0,1,0.9531530918111623,151.07257975277835,0.0,0.0,?,0,Epsilon Eridani,0.9622729644339671,water-rich,1044.3777571873102,0.5467707731503254
1,38.79455284253523,3.2478002657700826,6243.256613509816,36.116232233427645,38.660251535287095,7.57318079927773e-06,121.62104748028085,668.6034746662366,0.30328185678775227,1,1,1.247585390158182,261.4137341981754,0.0,0.0,?,0,Epsilon Eridani,0.9323013632621769,water-rich,1637.4767839553087,4.094925419751585
2,0.2883194547283912,0.7372697256715207,3966.4603714247105,5.208725355157967,6.99516125014352,2.06671091070731e-08,0.0,32.50593372615795,0.3573772371629269,0,1,0.7432824752125872,314.35595718663285,0.0,0.0,?,0,Kepler-452,1.5486386293270846,rocky,36.997982936257195,0.02034941118356823
3,27.633036982633904,3.989570534157728,2399.156341790563,17.048518120196018,29.43914495283196,5.793000403091959e-05,17.39847995082476,751.8033112763552,0.58564721537643,1,1,0.0060629624333075945,202.5420150499118,0.0,0.0,?,0,Proxima Centauri,0.048887340425728135,water-rich,56137.71757825785,31.97558299193705
4,25.231489394691387,3.0716525763030518,4799.930884928114,26.26086424451569,32.059692609650725,0.009593823613425369,80.32176857968041,586.7798678771866,0.4000043487645412,1,1,0.007361741213086777,227.55346815372513,0.0,0.0,?,0,TRAPPIST-1,0.037064588401923476,water-rich,55688.16120051358,39.09520896334518
5,9.920408103758541,2.157927770931191,5442.860463637087,20.92021014704225,23.983925905033598,2.1961593995925455e-08,71.40383421718344,294.55650576117034,0.3527544460431527,1,1,1.9028304637329196,92.25442236638901,0.0,0.0,?,0,Kepler-452,1.5520589223011003,water-rich,316.9560559572043,0.6993914277889725
6,0.32142934577884436,0.6160162100275974,7580.842563774361,8.317859034657001,8.08017280059337,1.2954331054262761e-06,72.11625169154384,27.468173733424006,0.2556211903489515,1,1,0.0069666781721479535,204.39944339113347,0.0,0.0,?,0,TRAPPIST-1,0.025959740275651892,rocky,2239.767680584398,0.5954381219102103
7,0.038105608973928236,0.2972944851470368,7995.336044682723,4.23375295722168,4.004746065717654,1.66782364108352e-08,56.56720447601039,8.114012265694244,0.24236929994815468,1,1,0.0062888637229774865,235.35390052716454,0.0,0.0,?,0,Proxima Centauri,0.07185472275818483,iron,311.7282504714087,0.03638695448793691
8,10.201903067761775,1.959475216724846,7476.016350408489,26.092275503068766,25.52376078116695,6.68821060100855e-08,106.05936533219332,245.4413694655008,0.2592054256133504,1,1,77.3832550040514,823.2925251540187,0.0,0.0,?,0,Alpha Centauri A,1.392188746571033,rocky,213.87579055827325,0.737344239615552
9,92.15462820381876,3.9939723193323253,7974.626911058114,56.73059814460247,53.73162894666267,0.0015711594075784856,134.4737293088928,1032.2356951010586,0.24299870346447083,1,1,84.79789529838641,810.7910094708612,0.0,0.0,?,0,Tau Ceti,0.7982776369813795,water-rich,2127.330320418736,10.423163649523094
10,27.486642873140813,2.781238802325189,7043.933300047333,34.89437731090621,35.16540849004298,5.854776806831973e-06,119.19238928386815,494.8266795854511,0.2751053874952192,1,1,1.2704339331403758,101.64556208915347,0.0,0.0,?,0,Tau Ceti,1.028635538525038,rocky,1031.5763773002418,2.739189666033942
11,0.486052694717965,1.0731659829694051,2168.1585408666065,4.144382886891167,7.5280446319364955,8.728632789955843e-07,10.387824703657476,63.766420638799154,0.6476803637921434,1,1,0.005355389659787232,228.89288288413448,0.0,0.0,?,0,Kepler-452,1.4163893386772228,water-rich,78.38970713647447,0.03587110938722696
12,46.69829603281038,3.3000918857890915,7163.599733109553,42.107482994790395,42.07861700749212,0.00035843316706241866,126.18598139135065,699.6633072262481,0.2705098096203702,1,1,79.8076995982473,714.8188907820095,0.0,0.0,?,0,Sun,1.3587130942532186,water-rich,913.3206309519003,3.58293660548004
13,6.440100821783462,2.8642626069532655,1510.9933084210916,7.708631979697969,16.77312073943231,5.211355219035728e-08,0.0,180.48426967587028,0.2768023534876177,0,1,1.4065279711499135,105.86573814534873,0.0,0.0,?,0,Epsilon Eridani,0.657189994638075,water-rich,1273.5681570306685,0.8097242110038751
